,rounds,clients,selected,max_accuracy,training_time,avg_train_round_duration,max_train_round_duration,avg_activation_duration,max_activation_duration,memory
0,50,6,4,0.979275,425.890811920166,8.503620095252991,13.596434831619263,4.914270582199097,7.550227642059326,256
1,20,6,6,0.97475,209.9977090358734,10.486567842960358,13.403385639190674,5.121686871846517,7.608815670013428,256
2,20,6,4,0.973725,166.90556383132935,8.333682763576508,11.59883975982666,4.387698850035667,7.502552270889282,256
3,20,3,3,0.9727,126.25598931312561,6.296715772151947,9.585514545440674,3.1992136597633363,6.6030333042144775,256
4,20,6,4,0.973975,152.1641561985016,7.5904280066490175,10.420125722885132,3.7020170360803606,6.292054891586304,512
5,20,6,4,0.974125,156.21839451789856,7.7934193968772885,9.547950267791748,3.6966013818979264,7.345282793045044,128
6,20,12,10,0.9752,270.05871963500977,13.492171502113342,14.627133131027222,3.6633587431907655,7.014763116836548,256
7,10,6,4,0.966375,86.72138285636902,8.648465371131897,10.347809314727783,5.023798251152039,7.256526231765747,256
